,Filename,File Extension,Time Created,Time Modified
18555,Out_of_Plane_Field\Out_of_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(1980)_Out_of_PlaneAnis_K(0)_Ratio(1).mx3,mx3,2020-03-17 12:44:47,2020-03-17 12:00:53
18556,Out_of_Plane_Field\Out_of_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(1980.05)_Out_of_PlaneAnis_K(10000)_Ratio(1).mx3,mx3,2020-03-17 12:44:47,2020-03-17 12:00:53
18557,Out_of_Plane_Field\Out_of_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(1980.3)_Out_of_PlaneAnis_K(20000)_Ratio(1).mx3,mx3,2020-03-17 12:44:47,2020-03-17 12:00:53
18558,Out_of_Plane_Field\Out_of_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(1980.56)_Out_of_PlaneAnis_K(30000)_Ratio(1).mx3,mx3,2020-03-17 12:44:49,2020-03-17 12:00:53
18559,Out_of_Plane_Field\Out_of_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(1980.81)_Out_of_PlaneAnis_K(40000)_Ratio(1).mx3,mx3,2020-03-17 12:44:47,2020-03-17 12:00:53
18560,Out_of_Plane_Field\Out_of_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(1981.06)_Out_of_PlaneAnis_K(50000)_Ratio(1).mx3,mx3,2020-03-17 12:44:47,2020-03-17 12:00:53
18561,Out_of_Plane_Field\Out_of_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(1981.31)_Out_of_PlaneAnis_K(60000)_Ratio(1).mx3,mx3,2020-03-17 12:44:47,2020-03-17 12:00:54
18562,Out_of_Plane_Field\Out_of_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(1981.57)_Out_of_PlaneAnis_K(70000)_Ratio(1).mx3,mx3,2020-03-17 12:44:49,2020-03-17 12:00:54
18563,Out_of_Plane_Field\Out_of_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(1981.82)_Out_of_PlaneAnis_K(80000)_Ratio(1).mx3,mx3,2020-03-17 12:44:49,2020-03-17 12:00:54
18564,Out_of_Plane_Field\Out_of_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(1982.07)_Out_of_PlaneAnis_K(90000)_Ratio(1).mx3,mx3,2020-03-17 12:44:49,2020-03-17 12:00:54
18565,Out_of_Plane_Field\Out_of_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(1982.32)_Out_of_PlaneAnis_K(100000)_Ratio(1).mx3,mx3,2020-03-17 12:44:48,2020-03-17 12:00:54
18566,Out_of_Plane_Field\Out_of_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(199.49)_Out_of_PlaneAnis_K(100000)_Ratio(1).mx3,mx3,2020-03-17 12:44:47,2020-03-17 12:00:54
18567,Out_of_Plane_Field\Out_of_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(1990)_Out_of_PlaneAnis_K(0)_Ratio(1).mx3,mx3,2020-03-17 12:44:48,2020-03-17 12:00:53
18568,Out_of_Plane_Field\Out_of_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(2.02)_Out_of_PlaneAnis_K(10000)_Ratio(1).mx3,mx3,2020-03-17 12:44:47,2020-03-17 12:00:53
18569,Out_of_Plane_Field\Out_of_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(2.02)_Out_of_PlaneAnis_K(20000)_Ratio(1).mx3,mx3,2020-03-17 12:44:48,2020-03-17 12:00:53
18570,Out_of_Plane_Field\Out_of_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(2.02)_Out_of_PlaneAnis_K(40000)_Ratio(1).mx3,mx3,2020-03-17 12:44:47,2020-03-17 12:00:53
18571,Out_of_Plane_Field\Out_of_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(2.02)_Out_of_PlaneAnis_K(80000)_Ratio(1).mx3,mx3,2020-03-17 12:44:50,2020-03-17 12:00:54
18572,Out_of_Plane_Field\Out_of_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(2.27)_Out_of_PlaneAnis_K(10000)_Ratio(1).mx3,mx3,2020-03-17 12:44:49,2020-03-17 12:00:53
18573,Out_of_Plane_Field\Out_of_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(2.27)_Out_of_PlaneAnis_K(30000)_Ratio(1).mx3,mx3,2020-03-17 12:44:50,2020-03-17 12:00:53
18574,Out_of_Plane_Field\Out_of_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(2.27)_Out_of_PlaneAnis_K(90000)_Ratio(1).mx3,mx3,2020-03-17 12:44:48,2020-03-17 12:00:54
18575,Out_of_Plane_Field\Out_of_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(2.53)_Out_of_PlaneAnis_K(10000)_Ratio(1).mx3,mx3,2020-03-17 12:44:49,2020-03-17 12:00:53
18576,Out_of_Plane_Field\Out_of_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(2.53)_Out_of_PlaneAnis_K(100000)_Ratio(1).mx3,mx3,2020-03-17 12:44:47,2020-03-17 12:00:54
18577,Out_of_Plane_Field\Out_of_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(2.53)_Out_of_PlaneAnis_K(20000)_Ratio(1).mx3,mx3,2020-03-17 12:44:49,2020-03-17 12:00:53
18578,Out_of_Plane_Field\Out_of_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(2.53)_Out_of_PlaneAnis_K(50000)_Ratio(1).mx3,mx3,2020-03-17 12:44:48,2020-03-17 12:00:53
18579,Out_of_Plane_Field\Out_of_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(2.78)_Out_of_PlaneAnis_K(10000)_Ratio(1).mx3,mx3,2020-03-17 12:44:47,2020-03-17 12:00:53
18580,Out_of_Plane_Field\Out_of_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(20)_Out_of_PlaneAnis_K(0)_Ratio(1).mx3,mx3,2020-03-17 12:44:47,2020-03-17 12:00:53
18581,Out_of_Plane_Field\Out_of_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(20.2)_Out_of_PlaneAnis_K(10000)_Ratio(1).mx3,mx3,2020-03-17 12:44:48,2020-03-17 12:00:53
18582,Out_of_Plane_Field\Out_of_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(20.2)_Out_of_PlaneAnis_K(100000)_Ratio(1).mx3,mx3,2020-03-17 12:44:48,2020-03-17 12:00:54
18583,Out_of_Plane_Field\Out_of_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(20.2)_Out_of_PlaneAnis_K(20000)_Ratio(1).mx3,mx3,2020-03-17 12:44:49,2020-03-17 12:00:53
18584,Out_of_Plane_Field\Out_of_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(20.2)_Out_of_PlaneAnis_K(40000)_Ratio(1).mx3,mx3,2020-03-17 12:44:49,2020-03-17 12:00:53
18585,Out_of_Plane_Field\Out_of_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(20.2)_Out_of_PlaneAnis_K(50000)_Ratio(1).mx3,mx3,2020-03-17 12:44:48,2020-03-17 12:00:53
18586,Out_of_Plane_Field\Out_of_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(20.2)_Out_of_PlaneAnis_K(80000)_Ratio(1).mx3,mx3,2020-03-17 12:44:47,2020-03-17 12:00:54
18587,Out_of_Plane_Field\Out_of_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(20.45)_Out_of_PlaneAnis_K(10000)_Ratio(1).mx3,mx3,2020-03-17 12:44:47,2020-03-17 12:00:53
18588,Out_of_Plane_Field\Out_of_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(20.45)_Out_of_PlaneAnis_K(30000)_Ratio(1).mx3,mx3,2020-03-17 12:44:48,2020-03-17 12:00:53
18589,Out_of_Plane_Field\Out_of_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(20.45)_Out_of_PlaneAnis_K(90000)_Ratio(1).mx3,mx3,2020-03-17 12:44:49,2020-03-17 12:00:54
18590,Out_of_Plane_Field\Out_of_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(20.71)_Out_of_PlaneAnis_K(10000)_Ratio(1).mx3,mx3,2020-03-17 12:44:47,2020-03-17 12:00:53
18591,Out_of_Plane_Field\Out_of_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(20.71)_Out_of_PlaneAnis_K(20000)_Ratio(1).mx3,mx3,2020-03-17 12:44:48,2020-03-17 12:00:53
18592,Out_of_Plane_Field\Out_of_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(20.96)_Out_of_PlaneAnis_K(10000)_Ratio(1).mx3,mx3,2020-03-17 12:44:49,2020-03-17 12:00:53
18593,Out_of_Plane_Field\Out_of_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(200)_Out_of_PlaneAnis_K(0)_Ratio(1).mx3,mx3,2020-03-17 12:44:47,2020-03-17 12:00:53
18594,Out_of_Plane_Field\Out_of_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(200.0)_Out_of_PlaneAnis_K(80000)_Ratio(1).mx3,mx3,2020-03-17 12:44:47,2020-03-17 12:00:54
18595,Out_of_Plane_Field\Out_of_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(200.0)_Out_of_PlaneAnis_K(90000)_Ratio(1).mx3,mx3,2020-03-17 12:44:47,2020-03-17 12:00:54
18596,Out_of_Plane_Field\Out_of_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(200.76)_Out_of_PlaneAnis_K(50000)_Ratio(1).mx3,mx3,2020-03-17 12:44:48,2020-03-17 12:00:53
18597,Out_of_Plane_Field\Out_of_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(2000)_Out_of_PlaneAnis_K(0)_Ratio(1).mx3,mx3,2020-03-17 12:44:48,2020-03-17 12:00:53
18598,Out_of_Plane_Field\Out_of_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(2000.0)_Out_of_PlaneAnis_K(10000)_Ratio(1).mx3,mx3,2020-03-17 12:44:49,2020-03-17 12:00:53
18599,Out_of_Plane_Field\Out_of_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(2000.0)_Out_of_PlaneAnis_K(100000)_Ratio(1).mx3,mx3,2020-03-17 12:44:47,2020-03-17 12:00:54
18600,Out_of_Plane_Field\Out_of_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(2000.0)_Out_of_PlaneAnis_K(20000)_Ratio(1).mx3,mx3,2020-03-17 12:44:49,2020-03-17 12:00:53
18601,Out_of_Plane_Field\Out_of_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(2000.0)_Out_of_PlaneAnis_K(30000)_Ratio(1).mx3,mx3,2020-03-17 12:44:48,2020-03-17 12:00:53
18602,Out_of_Plane_Field\Out_of_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(2000.0)_Out_of_PlaneAnis_K(40000)_Ratio(1).mx3,mx3,2020-03-17 12:44:49,2020-03-17 12:00:53
18603,Out_of_Plane_Field\Out_of_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(2000.0)_Out_of_PlaneAnis_K(50000)_Ratio(1).mx3,mx3,2020-03-17 12:44:49,2020-03-17 12:00:53
18604,Out_of_Plane_Field\Out_of_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(2000.0)_Out_of_PlaneAnis_K(60000)_Ratio(1).mx3,mx3,2020-03-17 12:44:48,2020-03-17 12:00:54
18605,Out_of_Plane_Field\Out_of_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(2000.0)_Out_of_PlaneAnis_K(70000)_Ratio(1).mx3,mx3,2020-03-17 12:44:49,2020-03-17 12:00:54
18606,Out_of_Plane_Field\Out_of_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(2000.0)_Out_of_PlaneAnis_K(80000)_Ratio(1).mx3,mx3,2020-03-17 12:44:47,2020-03-17 12:00:54
18607,Out_of_Plane_Field\Out_of_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(2000.0)_Out_of_PlaneAnis_K(90000)_Ratio(1).mx3,mx3,2020-03-17 12:44:47,2020-03-17 12:00:54
18608,Out_of_Plane_Field\Out_of_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(202.02)_Out_of_PlaneAnis_K(100000)_Ratio(1).mx3,mx3,2020-03-17 12:44:49,2020-03-17 12:00:54
18609,Out_of_Plane_Field\Out_of_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(202.27)_Out_of_PlaneAnis_K(90000)_Ratio(1).mx3,mx3,2020-03-17 12:44:47,2020-03-17 12:00:54
18610,Out_of_Plane_Field\Out_of_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(204.55)_Out_of_PlaneAnis_K(10000)_Ratio(1).mx3,mx3,2020-03-17 12:44:48,2020-03-17 12:00:53
18611,Out_of_Plane_Field\Out_of_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(204.55)_Out_of_PlaneAnis_K(100000)_Ratio(1).mx3,mx3,2020-03-17 12:44:48,2020-03-17 12:00:54
18612,Out_of_Plane_Field\Out_of_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(204.55)_Out_of_PlaneAnis_K(90000)_Ratio(1).mx3,mx3,2020-03-17 12:44:49,2020-03-17 12:00:54
18613,Out_of_Plane_Field\Out_of_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(206.06)_Out_of_PlaneAnis_K(60000)_Ratio(1).mx3,mx3,2020-03-17 12:44:48,2020-03-17 12:00:54
18614,Out_of_Plane_Field\Out_of_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(206.82)_Out_of_PlaneAnis_K(90000)_Ratio(1).mx3,mx3,2020-03-17 12:44:47,2020-03-17 12:00:54
18615,Out_of_Plane_Field\Out_of_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(207.07)_Out_of_PlaneAnis_K(100000)_Ratio(1).mx3,mx3,2020-03-17 12:44:48,2020-03-17 12:00:54
18616,Out_of_Plane_Field\Out_of_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(207.58)_Out_of_PlaneAnis_K(20000)_Ratio(1).mx3,mx3,2020-03-17 12:44:48,2020-03-17 12:00:53
18617,Out_of_Plane_Field\Out_of_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(209.09)_Out_of_PlaneAnis_K(90000)_Ratio(1).mx3,mx3,2020-03-17 12:44:49,2020-03-17 12:00:54
18618,Out_of_Plane_Field\Out_of_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(209.6)_Out_of_PlaneAnis_K(100000)_Ratio(1).mx3,mx3,2020-03-17 12:44:49,2020-03-17 12:00:54
18619,Out_of_Plane_Field\Out_of_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(21.21)_Out_of_PlaneAnis_K(10000)_Ratio(1).mx3,mx3,2020-03-17 12:44:49,2020-03-17 12:00:53
18620,Out_of_Plane_Field\Out_of_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(21.21)_Out_of_PlaneAnis_K(20000)_Ratio(1).mx3,mx3,2020-03-17 12:44:48,2020-03-17 12:00:53
18621,Out_of_Plane_Field\Out_of_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(21.21)_Out_of_PlaneAnis_K(30000)_Ratio(1).mx3,mx3,2020-03-17 12:44:49,2020-03-17 12:00:53
18622,Out_of_Plane_Field\Out_of_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(21.21)_Out_of_PlaneAnis_K(40000)_Ratio(1).mx3,mx3,2020-03-17 12:44:50,2020-03-17 12:00:53
18623,Out_of_Plane_Field\Out_of_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(21.21)_Out_of_PlaneAnis_K(60000)_Ratio(1).mx3,mx3,2020-03-17 12:44:49,2020-03-17 12:00:54
18624,Out_of_Plane_Field\Out_of_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(21.21)_Out_of_PlaneAnis_K(70000)_Ratio(1).mx3,mx3,2020-03-17 12:44:48,2020-03-17 12:00:54
18625,Out_of_Plane_Field\Out_of_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(21.46)_Out_of_PlaneAnis_K(10000)_Ratio(1).mx3,mx3,2020-03-17 12:44:48,2020-03-17 12:00:53
18626,Out_of_Plane_Field\Out_of_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(21.46)_Out_of_PlaneAnis_K(50000)_Ratio(1).mx3,mx3,2020-03-17 12:44:47,2020-03-17 12:00:53
18627,Out_of_Plane_Field\Out_of_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(21.72)_Out_of_PlaneAnis_K(10000)_Ratio(1).mx3,mx3,2020-03-17 12:44:48,2020-03-17 12:00:53
18628,Out_of_Plane_Field\Out_of_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(21.72)_Out_of_PlaneAnis_K(20000)_Ratio(1).mx3,mx3,2020-03-17 12:44:47,2020-03-17 12:00:53
18629,Out_of_Plane_Field\Out_of_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(21.97)_Out_of_PlaneAnis_K(10000)_Ratio(1).mx3,mx3,2020-03-17 12:44:50,2020-03-17 12:00:53
18630,Out_of_Plane_Field\Out_of_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(21.97)_Out_of_PlaneAnis_K(30000)_Ratio(1).mx3,mx3,2020-03-17 12:44:49,2020-03-17 12:00:53
18631,Out_of_Plane_Field\Out_of_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(210)_Out_of_PlaneAnis_K(0)_Ratio(1).mx3,mx3,2020-03-17 12:44:47,2020-03-17 12:00:53
18632,Out_of_Plane_Field\Out_of_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(211.11)_Out_of_PlaneAnis_K(30000)_Ratio(1).mx3,mx3,2020-03-17 12:44:48,2020-03-17 12:00:53
18633,Out_of_Plane_Field\Out_of_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(211.36)_Out_of_PlaneAnis_K(90000)_Ratio(1).mx3,mx3,2020-03-17 12:44:48,2020-03-17 12:00:54
18634,Out_of_Plane_Field\Out_of_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(211.87)_Out_of_PlaneAnis_K(70000)_Ratio(1).mx3,mx3,2020-03-17 12:44:48,2020-03-17 12:00:54
18635,Out_of_Plane_Field\Out_of_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(212.12)_Out_of_PlaneAnis_K(100000)_Ratio(1).mx3,mx3,2020-03-17 12:44:47,2020-03-17 12:00:54
18636,Out_of_Plane_Field\Out_of_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(213.64)_Out_of_PlaneAnis_K(90000)_Ratio(1).mx3,mx3,2020-03-17 12:44:49,2020-03-17 12:00:54
18637,Out_of_Plane_Field\Out_of_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(214.65)_Out_of_PlaneAnis_K(100000)_Ratio(1).mx3,mx3,2020-03-17 12:44:47,2020-03-17 12:00:54
18638,Out_of_Plane_Field\Out_of_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(215.15)_Out_of_PlaneAnis_K(40000)_Ratio(1).mx3,mx3,2020-03-17 12:44:48,2020-03-17 12:00:53
18639,Out_of_Plane_Field\Out_of_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(215.91)_Out_of_PlaneAnis_K(90000)_Ratio(1).mx3,mx3,2020-03-17 12:44:47,2020-03-17 12:00:54
18640,Out_of_Plane_Field\Out_of_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(217.17)_Out_of_PlaneAnis_K(100000)_Ratio(1).mx3,mx3,2020-03-17 12:44:48,2020-03-17 12:00:54
18641,Out_of_Plane_Field\Out_of_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(218.18)_Out_of_PlaneAnis_K(80000)_Ratio(1).mx3,mx3,2020-03-17 12:44:49,2020-03-17 12:00:54
18642,Out_of_Plane_Field\Out_of_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(218.18)_Out_of_PlaneAnis_K(90000)_Ratio(1).mx3,mx3,2020-03-17 12:44:49,2020-03-17 12:00:54
18643,Out_of_Plane_Field\Out_of_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(219.7)_Out_of_PlaneAnis_K(100000)_Ratio(1).mx3,mx3,2020-03-17 12:44:49,2020-03-17 12:00:54
18644,Out_of_Plane_Field\Out_of_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(219.7)_Out_of_PlaneAnis_K(50000)_Ratio(1).mx3,mx3,2020-03-17 12:44:48,2020-03-17 12:00:53
18645,Out_of_Plane_Field\Out_of_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(22.22)_Out_of_PlaneAnis_K(10000)_Ratio(1).mx3,mx3,2020-03-17 12:44:49,2020-03-17 12:00:53
18646,Out_of_Plane_Field\Out_of_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(22.22)_Out_of_PlaneAnis_K(20000)_Ratio(1).mx3,mx3,2020-03-17 12:44:49,2020-03-17 12:00:53
18647,Out_of_Plane_Field\Out_of_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(22.22)_Out_of_PlaneAnis_K(40000)_Ratio(1).mx3,mx3,2020-03-17 12:44:49,2020-03-17 12:00:53
18648,Out_of_Plane_Field\Out_of_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(22.22)_Out_of_PlaneAnis_K(80000)_Ratio(1).mx3,mx3,2020-03-17 12:44:47,2020-03-17 12:00:54
18649,Out_of_Plane_Field\Out_of_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(22.47)_Out_of_PlaneAnis_K(10000)_Ratio(1).mx3,mx3,2020-03-17 12:44:47,2020-03-17 12:00:53
18650,Out_of_Plane_Field\Out_of_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(22.73)_Out_of_PlaneAnis_K(10000)_Ratio(1).mx3,mx3,2020-03-17 12:44:47,2020-03-17 12:00:53
18651,Out_of_Plane_Field\Out_of_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(22.73)_Out_of_PlaneAnis_K(100000)_Ratio(1).mx3,mx3,2020-03-17 12:44:47,2020-03-17 12:00:54
18652,Out_of_Plane_Field\Out_of_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(22.73)_Out_of_PlaneAnis_K(20000)_Ratio(1).mx3,mx3,2020-03-17 12:44:48,2020-03-17 12:00:53
18653,Out_of_Plane_Field\Out_of_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(22.73)_Out_of_PlaneAnis_K(30000)_Ratio(1).mx3,mx3,2020-03-17 12:44:47,2020-03-17 12:00:53
18654,Out_of_Plane_Field\Out_of_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(22.73)_Out_of_PlaneAnis_K(50000)_Ratio(1).mx3,mx3,2020-03-17 12:44:47,2020-03-17 12:00:53
18655,Out_of_Plane_Field\Out_of_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(22.73)_Out_of_PlaneAnis_K(60000)_Ratio(1).mx3,mx3,2020-03-17 12:44:48,2020-03-17 12:00:54
18656,Out_of_Plane_Field\Out_of_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(22.73)_Out_of_PlaneAnis_K(90000)_Ratio(1).mx3,mx3,2020-03-17 12:44:49,2020-03-17 12:00:54
18657,Out_of_Plane_Field\Out_of_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(22.98)_Out_of_PlaneAnis_K(10000)_Ratio(1).mx3,mx3,2020-03-17 12:44:48,2020-03-17 12:00:53
18658,Out_of_Plane_Field\Out_of_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(22.98)_Out_of_PlaneAnis_K(70000)_Ratio(1).mx3,mx3,2020-03-17 12:44:49,2020-03-17 12:00:54
18659,Out_of_Plane_Field\Out_of_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(220)_Out_of_PlaneAnis_K(0)_Ratio(1).mx3,mx3,2020-03-17 12:44:50,2020-03-17 12:00:53
18660,Out_of_Plane_Field\Out_of_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(220.45)_Out_of_PlaneAnis_K(90000)_Ratio(1).mx3,mx3,2020-03-17 12:44:47,2020-03-17 12:00:54
18661,Out_of_Plane_Field\Out_of_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(222.22)_Out_of_PlaneAnis_K(100000)_Ratio(1).mx3,mx3,2020-03-17 12:44:47,2020-03-17 12:00:54
18662,Out_of_Plane_Field\Out_of_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(222.73)_Out_of_PlaneAnis_K(90000)_Ratio(1).mx3,mx3,2020-03-17 12:44:47,2020-03-17 12:00:54
18663,Out_of_Plane_Field\Out_of_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(224.49)_Out_of_PlaneAnis_K(10000)_Ratio(1).mx3,mx3,2020-03-17 12:44:47,2020-03-17 12:00:53
18664,Out_of_Plane_Field\Out_of_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(224.75)_Out_of_PlaneAnis_K(100000)_Ratio(1).mx3,mx3,2020-03-17 12:44:48,2020-03-17 12:00:54
18665,Out_of_Plane_Field\Out_of_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(224.75)_Out_of_PlaneAnis_K(60000)_Ratio(1).mx3,mx3,2020-03-17 12:44:47,2020-03-17 12:00:54
18666,Out_of_Plane_Field\Out_of_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(225.0)_Out_of_PlaneAnis_K(90000)_Ratio(1).mx3,mx3,2020-03-17 12:44:48,2020-03-17 12:00:54
18667,Out_of_Plane_Field\Out_of_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(227.27)_Out_of_PlaneAnis_K(100000)_Ratio(1).mx3,mx3,2020-03-17 12:44:48,2020-03-17 12:00:54
18668,Out_of_Plane_Field\Out_of_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(227.27)_Out_of_PlaneAnis_K(20000)_Ratio(1).mx3,mx3,2020-03-17 12:44:49,2020-03-17 12:00:53
18669,Out_of_Plane_Field\Out_of_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(229.8)_Out_of_PlaneAnis_K(100000)_Ratio(1).mx3,mx3,2020-03-17 12:44:50,2020-03-17 12:00:54
18670,Out_of_Plane_Field\Out_of_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(23.23)_Out_of_PlaneAnis_K(10000)_Ratio(1).mx3,mx3,2020-03-17 12:44:49,2020-03-17 12:00:53
18671,Out_of_Plane_Field\Out_of_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(23.23)_Out_of_PlaneAnis_K(20000)_Ratio(1).mx3,mx3,2020-03-17 12:44:48,2020-03-17 12:00:53
