,Filename,File Extension,Time Created,Time Modified
6268,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(1883.33)_In_PlaneAnis_K(30000)_Ratio(1).mx3,mx3,2020-03-17 12:45:02,2020-03-17 12:00:40
6269,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(1883.33)_In_PlaneAnis_K(30000)_Ratio(1).out,out,2020-04-02 07:02:28,2020-04-02 07:02:28
6270,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(1884.85)_In_PlaneAnis_K(40000)_Ratio(1).mx3,mx3,2020-03-17 12:45:04,2020-03-17 12:00:40
6271,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(1884.85)_In_PlaneAnis_K(40000)_Ratio(1).out,out,2020-04-02 07:00:47,2020-04-02 07:00:47
6272,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(1886.36)_In_PlaneAnis_K(50000)_Ratio(1).mx3,mx3,2020-03-17 12:45:03,2020-03-17 12:00:40
6273,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(1886.36)_In_PlaneAnis_K(50000)_Ratio(1).out,out,2020-04-02 06:59:05,2020-04-02 06:59:05
6274,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(1887.88)_In_PlaneAnis_K(60000)_Ratio(1).mx3,mx3,2020-03-17 12:45:03,2020-03-17 12:00:40
6275,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(1887.88)_In_PlaneAnis_K(60000)_Ratio(1).out,out,2020-04-02 06:57:23,2020-04-02 06:57:23
6276,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(1889.39)_In_PlaneAnis_K(70000)_Ratio(1).mx3,mx3,2020-03-17 12:45:02,2020-03-17 12:00:40
6277,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(1889.39)_In_PlaneAnis_K(70000)_Ratio(1).out,out,2020-04-02 06:55:42,2020-04-02 06:55:42
6278,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(189.39)_In_PlaneAnis_K(100000)_Ratio(1).mx3,mx3,2020-03-17 12:45:04,2020-03-17 12:00:40
6279,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(189.39)_In_PlaneAnis_K(100000)_Ratio(1).out,out,2020-04-02 06:53:14,2020-04-02 06:53:14
6280,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(189.9)_In_PlaneAnis_K(80000)_Ratio(1).mx3,mx3,2020-03-17 12:45:03,2020-03-17 12:00:40
6281,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(189.9)_In_PlaneAnis_K(80000)_Ratio(1).out,out,2020-04-02 06:50:23,2020-04-02 06:50:23
6282,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(1890)_In_PlaneAnis_K(0)_Ratio(1).mx3,mx3,2020-03-17 12:45:04,2020-03-17 12:00:39
6283,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(1890)_In_PlaneAnis_K(0)_Ratio(1).out,out,2020-04-02 06:48:43,2020-04-02 06:48:44
6284,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(1890.91)_In_PlaneAnis_K(80000)_Ratio(1).mx3,mx3,2020-03-17 12:45:03,2020-03-17 12:00:40
6285,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(1890.91)_In_PlaneAnis_K(80000)_Ratio(1).out,out,2020-04-02 06:47:01,2020-04-02 06:47:01
6286,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(1892.42)_In_PlaneAnis_K(90000)_Ratio(1).mx3,mx3,2020-03-17 12:45:04,2020-03-17 12:00:40
6287,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(1892.42)_In_PlaneAnis_K(90000)_Ratio(1).out,out,2020-04-02 06:45:20,2020-04-02 06:45:20
6288,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(1893.94)_In_PlaneAnis_K(100000)_Ratio(1).mx3,mx3,2020-03-17 12:45:04,2020-03-17 12:00:40
6289,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(1893.94)_In_PlaneAnis_K(100000)_Ratio(1).out,out,2020-04-02 06:43:38,2020-04-02 06:43:39
6290,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(19.19)_In_PlaneAnis_K(10000)_Ratio(1).mx3,mx3,2020-03-17 12:45:02,2020-03-17 12:00:39
6291,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(19.19)_In_PlaneAnis_K(10000)_Ratio(1).out,out,2020-04-02 06:28:02,2020-04-02 06:28:02
6292,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(19.19)_In_PlaneAnis_K(20000)_Ratio(1).mx3,mx3,2020-03-17 12:45:03,2020-03-17 12:00:39
6293,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(19.19)_In_PlaneAnis_K(20000)_Ratio(1).out,out,2020-04-02 06:18:25,2020-04-02 06:18:25
6294,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(19.19)_In_PlaneAnis_K(40000)_Ratio(1).mx3,mx3,2020-03-17 12:45:02,2020-03-17 12:00:40
6295,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(19.19)_In_PlaneAnis_K(40000)_Ratio(1).out,out,2020-04-02 06:08:20,2020-04-02 06:08:20
6296,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(19.44)_In_PlaneAnis_K(10000)_Ratio(1).mx3,mx3,2020-03-17 12:45:03,2020-03-17 12:00:39
6297,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(19.44)_In_PlaneAnis_K(10000)_Ratio(1).out,out,2020-04-02 05:30:04,2020-04-02 05:30:04
6298,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(19.44)_In_PlaneAnis_K(70000)_Ratio(1).mx3,mx3,2020-03-17 12:45:03,2020-03-17 12:00:40
6299,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(19.44)_In_PlaneAnis_K(70000)_Ratio(1).out,out,2020-04-02 05:18:02,2020-04-02 05:18:02
6300,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(19.7)_In_PlaneAnis_K(10000)_Ratio(1).mx3,mx3,2020-03-17 12:45:03,2020-03-17 12:00:39
6301,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(19.7)_In_PlaneAnis_K(10000)_Ratio(1).out,out,2020-04-02 04:41:23,2020-04-02 04:41:23
6302,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(19.7)_In_PlaneAnis_K(20000)_Ratio(1).mx3,mx3,2020-03-17 12:45:03,2020-03-17 12:00:39
6303,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(19.7)_In_PlaneAnis_K(20000)_Ratio(1).out,out,2020-04-02 04:31:51,2020-04-02 04:31:51
6304,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(19.7)_In_PlaneAnis_K(30000)_Ratio(1).mx3,mx3,2020-03-17 12:45:03,2020-03-17 12:00:40
6305,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(19.7)_In_PlaneAnis_K(30000)_Ratio(1).out,out,2020-04-02 04:22:34,2020-04-02 04:22:34
6306,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(19.7)_In_PlaneAnis_K(60000)_Ratio(1).mx3,mx3,2020-03-17 12:45:03,2020-03-17 12:00:40
6307,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(19.7)_In_PlaneAnis_K(60000)_Ratio(1).out,out,2020-04-02 04:11:05,2020-04-02 04:11:05
6308,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(19.95)_In_PlaneAnis_K(10000)_Ratio(1).mx3,mx3,2020-03-17 12:45:04,2020-03-17 12:00:39
6309,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(19.95)_In_PlaneAnis_K(10000)_Ratio(1).out,out,2020-04-02 03:36:28,2020-04-02 03:36:28
6310,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(190)_In_PlaneAnis_K(0)_Ratio(1).mx3,mx3,2020-03-17 12:45:03,2020-03-17 12:00:39
6311,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(190)_In_PlaneAnis_K(0)_Ratio(1).out,out,2020-04-02 03:33:51,2020-04-02 03:33:51
6312,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(190.91)_In_PlaneAnis_K(90000)_Ratio(1).mx3,mx3,2020-03-17 12:45:05,2020-03-17 12:00:40
6313,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(190.91)_In_PlaneAnis_K(90000)_Ratio(1).out,out,2020-04-02 03:31:10,2020-04-02 03:31:11
6314,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(1900)_In_PlaneAnis_K(0)_Ratio(1).mx3,mx3,2020-03-17 12:45:02,2020-03-17 12:00:39
6315,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(1900)_In_PlaneAnis_K(0)_Ratio(1).out,out,2020-04-02 03:29:29,2020-04-02 03:29:29
6316,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(1900.25)_In_PlaneAnis_K(10000)_Ratio(1).mx3,mx3,2020-03-17 12:45:04,2020-03-17 12:00:39
6317,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(1900.25)_In_PlaneAnis_K(10000)_Ratio(1).out,out,2020-04-02 03:27:48,2020-04-02 03:27:48
6318,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(1901.52)_In_PlaneAnis_K(20000)_Ratio(1).mx3,mx3,2020-03-17 12:45:03,2020-03-17 12:00:40
6319,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(1901.52)_In_PlaneAnis_K(20000)_Ratio(1).out,out,2020-04-02 03:26:04,2020-04-02 03:26:04
6320,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(1902.78)_In_PlaneAnis_K(30000)_Ratio(1).mx3,mx3,2020-03-17 12:45:03,2020-03-17 12:00:40
6321,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(1902.78)_In_PlaneAnis_K(30000)_Ratio(1).out,out,2020-04-02 03:24:18,2020-04-02 03:24:18
6322,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(1904.04)_In_PlaneAnis_K(40000)_Ratio(1).mx3,mx3,2020-03-17 12:45:03,2020-03-17 12:00:40
6323,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(1904.04)_In_PlaneAnis_K(40000)_Ratio(1).out,out,2020-04-02 03:22:34,2020-04-02 03:22:34
6324,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(1905.3)_In_PlaneAnis_K(50000)_Ratio(1).mx3,mx3,2020-03-17 12:45:03,2020-03-17 12:00:40
6325,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(1905.3)_In_PlaneAnis_K(50000)_Ratio(1).out,out,2020-04-02 03:20:53,2020-04-02 03:20:53
6326,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(1906.57)_In_PlaneAnis_K(60000)_Ratio(1).mx3,mx3,2020-03-17 12:45:02,2020-03-17 12:00:40
6327,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(1906.57)_In_PlaneAnis_K(60000)_Ratio(1).out,out,2020-04-02 03:19:11,2020-04-02 03:19:11
6328,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(1907.83)_In_PlaneAnis_K(70000)_Ratio(1).mx3,mx3,2020-03-17 12:45:03,2020-03-17 12:00:40
6329,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(1907.83)_In_PlaneAnis_K(70000)_Ratio(1).out,out,2020-04-02 03:17:30,2020-04-02 03:17:30
6330,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(1909.09)_In_PlaneAnis_K(80000)_Ratio(1).mx3,mx3,2020-03-17 12:45:04,2020-03-17 12:00:40
6331,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(1909.09)_In_PlaneAnis_K(80000)_Ratio(1).out,out,2020-04-02 03:15:48,2020-04-02 03:15:48
6332,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(191.67)_In_PlaneAnis_K(30000)_Ratio(1).mx3,mx3,2020-03-17 12:45:03,2020-03-17 12:00:40
6333,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(191.67)_In_PlaneAnis_K(30000)_Ratio(1).out,out,2020-04-02 03:11:17,2020-04-02 03:11:18
6334,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(191.92)_In_PlaneAnis_K(100000)_Ratio(1).mx3,mx3,2020-03-17 12:45:04,2020-03-17 12:00:40
6335,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(191.92)_In_PlaneAnis_K(100000)_Ratio(1).out,out,2020-04-02 03:08:45,2020-04-02 03:08:45
6336,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(191.92)_In_PlaneAnis_K(80000)_Ratio(1).mx3,mx3,2020-03-17 12:45:02,2020-03-17 12:00:40
6337,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(191.92)_In_PlaneAnis_K(80000)_Ratio(1).out,out,2020-04-02 03:05:49,2020-04-02 03:05:49
6338,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(1910)_In_PlaneAnis_K(0)_Ratio(1).mx3,mx3,2020-03-17 12:45:04,2020-03-17 12:00:39
6339,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(1910)_In_PlaneAnis_K(0)_Ratio(1).out,out,2020-04-02 03:04:07,2020-04-02 03:04:08
6340,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(1910.35)_In_PlaneAnis_K(90000)_Ratio(1).mx3,mx3,2020-03-17 12:45:03,2020-03-17 12:00:40
6341,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(1910.35)_In_PlaneAnis_K(90000)_Ratio(1).out,out,2020-04-02 03:02:21,2020-04-02 03:02:21
6342,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(1911.62)_In_PlaneAnis_K(100000)_Ratio(1).mx3,mx3,2020-03-17 12:45:03,2020-03-17 12:00:40
6343,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(1911.62)_In_PlaneAnis_K(100000)_Ratio(1).out,out,2020-04-02 03:00:39,2020-04-02 03:00:39
6344,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(1920)_In_PlaneAnis_K(0)_Ratio(1).mx3,mx3,2020-03-17 12:45:05,2020-03-17 12:00:39
6345,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(1920)_In_PlaneAnis_K(0)_Ratio(1).out,out,2020-04-02 02:58:59,2020-04-02 02:58:59
6346,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(1920.2)_In_PlaneAnis_K(10000)_Ratio(1).mx3,mx3,2020-03-17 12:45:04,2020-03-17 12:00:39
6347,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(1920.2)_In_PlaneAnis_K(10000)_Ratio(1).out,out,2020-04-02 02:57:13,2020-04-02 02:57:14
6348,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(1921.21)_In_PlaneAnis_K(20000)_Ratio(1).mx3,mx3,2020-03-17 12:45:04,2020-03-17 12:00:40
6349,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(1921.21)_In_PlaneAnis_K(20000)_Ratio(1).out,out,2020-04-02 02:55:33,2020-04-02 02:55:33
6350,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(1922.22)_In_PlaneAnis_K(30000)_Ratio(1).mx3,mx3,2020-03-17 12:45:04,2020-03-17 12:00:40
6351,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(1922.22)_In_PlaneAnis_K(30000)_Ratio(1).out,out,2020-04-02 02:53:52,2020-04-02 02:53:52
6352,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(1923.23)_In_PlaneAnis_K(40000)_Ratio(1).mx3,mx3,2020-03-17 12:45:04,2020-03-17 12:00:40
6353,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(1923.23)_In_PlaneAnis_K(40000)_Ratio(1).out,out,2020-04-02 02:52:10,2020-04-02 02:52:10
6354,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(1924.24)_In_PlaneAnis_K(50000)_Ratio(1).mx3,mx3,2020-03-17 12:45:03,2020-03-17 12:00:40
6355,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(1924.24)_In_PlaneAnis_K(50000)_Ratio(1).out,out,2020-04-02 02:50:29,2020-04-02 02:50:29
6356,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(1925.25)_In_PlaneAnis_K(60000)_Ratio(1).mx3,mx3,2020-03-17 12:45:04,2020-03-17 12:00:40
6357,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(1925.25)_In_PlaneAnis_K(60000)_Ratio(1).out,out,2020-04-02 02:48:47,2020-04-02 02:48:48
6358,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(1926.26)_In_PlaneAnis_K(70000)_Ratio(1).mx3,mx3,2020-03-17 12:45:03,2020-03-17 12:00:40
6359,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(1926.26)_In_PlaneAnis_K(70000)_Ratio(1).out,out,2020-04-02 02:47:06,2020-04-02 02:47:07
6360,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(1927.27)_In_PlaneAnis_K(80000)_Ratio(1).mx3,mx3,2020-03-17 12:45:03,2020-03-17 12:00:40
6361,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(1927.27)_In_PlaneAnis_K(80000)_Ratio(1).out,out,2020-04-02 02:45:24,2020-04-02 02:45:24
6362,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(1928.28)_In_PlaneAnis_K(90000)_Ratio(1).mx3,mx3,2020-03-17 12:45:03,2020-03-17 12:00:40
6363,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(1928.28)_In_PlaneAnis_K(90000)_Ratio(1).out,out,2020-04-02 02:43:43,2020-04-02 02:43:43
6364,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(1929.29)_In_PlaneAnis_K(100000)_Ratio(1).mx3,mx3,2020-03-17 12:45:03,2020-03-17 12:00:40
6365,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(1929.29)_In_PlaneAnis_K(100000)_Ratio(1).out,out,2020-04-02 02:42:02,2020-04-02 02:42:02
6366,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(193.18)_In_PlaneAnis_K(90000)_Ratio(1).mx3,mx3,2020-03-17 12:45:03,2020-03-17 12:00:40
6367,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(193.18)_In_PlaneAnis_K(90000)_Ratio(1).out,out,2020-04-02 02:39:18,2020-04-02 02:39:18
6368,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(193.43)_In_PlaneAnis_K(70000)_Ratio(1).mx3,mx3,2020-03-17 12:45:04,2020-03-17 12:00:40
6369,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(193.43)_In_PlaneAnis_K(70000)_Ratio(1).out,out,2020-04-02 02:36:07,2020-04-02 02:36:07
6370,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(193.94)_In_PlaneAnis_K(80000)_Ratio(1).mx3,mx3,2020-03-17 12:45:04,2020-03-17 12:00:40
6371,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(193.94)_In_PlaneAnis_K(80000)_Ratio(1).out,out,2020-04-02 02:33:15,2020-04-02 02:33:15
6372,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(1930)_In_PlaneAnis_K(0)_Ratio(1).mx3,mx3,2020-03-17 12:45:03,2020-03-17 12:00:39
6373,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(1930)_In_PlaneAnis_K(0)_Ratio(1).out,out,2020-04-02 02:31:34,2020-04-02 02:31:34
6374,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(194.44)_In_PlaneAnis_K(100000)_Ratio(1).mx3,mx3,2020-03-17 12:45:02,2020-03-17 12:00:40
6375,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(194.44)_In_PlaneAnis_K(100000)_Ratio(1).out,out,2020-04-02 02:28:35,2020-04-02 02:28:36
6376,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(1940)_In_PlaneAnis_K(0)_Ratio(1).mx3,mx3,2020-03-17 12:45:03,2020-03-17 12:00:39
6377,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(1940)_In_PlaneAnis_K(0)_Ratio(1).out,out,2020-04-02 02:26:56,2020-04-02 02:26:56
6378,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(1940.15)_In_PlaneAnis_K(10000)_Ratio(1).mx3,mx3,2020-03-17 12:45:03,2020-03-17 12:00:39
6379,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(1940.15)_In_PlaneAnis_K(10000)_Ratio(1).out,out,2020-04-02 02:25:13,2020-04-02 02:25:13
6380,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(1940.91)_In_PlaneAnis_K(20000)_Ratio(1).mx3,mx3,2020-03-17 12:45:03,2020-03-17 12:00:40
6381,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(1940.91)_In_PlaneAnis_K(20000)_Ratio(1).out,out,2020-04-02 02:23:30,2020-04-02 02:23:30
6382,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(1941.67)_In_PlaneAnis_K(30000)_Ratio(1).mx3,mx3,2020-03-17 12:45:03,2020-03-17 12:00:40
6383,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(1941.67)_In_PlaneAnis_K(30000)_Ratio(1).out,out,2020-04-02 02:21:49,2020-04-02 02:21:49
6384,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(1942.42)_In_PlaneAnis_K(40000)_Ratio(1).mx3,mx3,2020-03-17 12:45:04,2020-03-17 12:00:40
6385,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(1942.42)_In_PlaneAnis_K(40000)_Ratio(1).out,out,2020-04-02 02:20:07,2020-04-02 02:20:07
6386,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(1943.18)_In_PlaneAnis_K(50000)_Ratio(1).mx3,mx3,2020-03-17 12:45:05,2020-03-17 12:00:40
6387,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(1943.18)_In_PlaneAnis_K(50000)_Ratio(1).out,out,2020-04-02 02:18:24,2020-04-02 02:18:25
6388,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(1943.94)_In_PlaneAnis_K(60000)_Ratio(1).mx3,mx3,2020-03-17 12:45:03,2020-03-17 12:00:40
6389,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(1943.94)_In_PlaneAnis_K(60000)_Ratio(1).out,out,2020-04-02 02:16:43,2020-04-02 02:16:44
6390,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(1944.7)_In_PlaneAnis_K(70000)_Ratio(1).mx3,mx3,2020-03-17 12:45:05,2020-03-17 12:00:40
6391,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(1944.7)_In_PlaneAnis_K(70000)_Ratio(1).out,out,2020-04-02 02:15:02,2020-04-02 02:15:02
6392,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(1945.45)_In_PlaneAnis_K(80000)_Ratio(1).mx3,mx3,2020-03-17 12:45:03,2020-03-17 12:00:40
6393,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(1945.45)_In_PlaneAnis_K(80000)_Ratio(1).out,out,2020-04-02 02:13:21,2020-04-02 02:13:21
6394,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(1946.21)_In_PlaneAnis_K(90000)_Ratio(1).mx3,mx3,2020-03-17 12:45:04,2020-03-17 12:00:40
6395,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(1946.21)_In_PlaneAnis_K(90000)_Ratio(1).out,out,2020-04-02 02:11:40,2020-04-02 02:11:40
6396,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(1946.97)_In_PlaneAnis_K(100000)_Ratio(1).mx3,mx3,2020-03-17 12:45:04,2020-03-17 12:00:40
6397,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(1946.97)_In_PlaneAnis_K(100000)_Ratio(1).out,out,2020-04-02 02:09:58,2020-04-02 02:09:58
6398,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(195.45)_In_PlaneAnis_K(90000)_Ratio(1).mx3,mx3,2020-03-17 12:45:03,2020-03-17 12:00:40
6399,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(195.45)_In_PlaneAnis_K(90000)_Ratio(1).out,out,2020-04-02 02:07:20,2020-04-02 02:07:21
6400,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(195.96)_In_PlaneAnis_K(40000)_Ratio(1).mx3,mx3,2020-03-17 12:45:04,2020-03-17 12:00:40
